No,PO number,Po Date,PO Name,Supplier,Total,Cur.
2660,RFPO-2152-M4103-1,19 Jul 2018,"PO for Supply of MONOSPACE 500 (4 UNITS) MONOSPACE 700 (2 UNITS) KH007, KH008, KH011, KH012, KH017, KH019 for the Kabul National Military Hospital Project (W5J9JE-17-C-0007).",KHAN CONSTRUCTION CO. (KCC),232203.24,USD
2661,RFPO-1192-V4278-1,18 Jul 2018,PO for Gi Pipe Clamp 6 inch,Rubaiya Zueaid Bldg. Mat. Co. LLC,2475,AED
2662,RFPO-1192-V4276-1,15 Jul 2018,PO for Custom Made - 120 x 60cm Rectangular desk with vi 18 aluminium frame legs in laminated finish,BLUE CROWN FURNITURE (LLC),9000,AED
2663,PO-1005-A5203-1,10 Jul 2018,PO for Roof Access Panel - 900mm x 900mm,SAWCO CONSTRUCTION LLC,3800,USD
2664,RFPO-2152-S9076-1,10 Jul 2018,PO for Supply of 2 nos of elevators (KH005 and KH006) for the Kabul National Military Hospital Project (W5J9JE-17-C-0007).,KHAN CONSTRUCTION CO. (KCC),109371.6,USD
2665,RFPO-2555-M4102-1,08 Jul 2018,PO for Circulation Pump and Expansion Tanks,Gazzaoui & Partners - Qatar W.L.L.,42800,QAR
2666,RFPO-2555-M4101-1,01 Jul 2018,ACC40R CHILLER,Sahar Technical Co. L.L.C,158400,USD
2667,RFPO-1192-V4395-1,27 Jun 2018,PO for Mr. Waleed Cards,ALAM ALIBDAA,200,AED
2668,RFPO-2394-T1000-2,25 Jun 2018,PO for ALTAIR 4X MULTIGAS DETECTOR O2/CO/H2S/LEL WITH GLOBAL POWER SUPPLY CHARCOAL CASE PART NUMBER 10115521,GASOS,2100,AED
2669,RFPO-2394-T1000-3,25 Jun 2018,PO for ALTAIR 4X MULTIGAS DETECTOR O2/CO/H2S/LEL WITH GLOBAL POWER SUPPLY CHARCOAL CASE PART NUMBER 10115521,GASOS,2100,AED
2670,RFPO-1192-O4-1,21 Jun 2018,PO for LI 4278 Wireless Barcode Scanner (Motorola),LineTech Trading LLC,2190,AED
2671,RFPO-982-A5201-2,21 Jun 2018,PO for Supply of Steel Doors,Vulcan Industries LLC,342150,AED
2672,PO-315-1546-1,21 Jun 2018,PO for Supply of Steel Doors,Vulcan Industries LLC,172200,AED
2673,RFPO-1192-V4389-1,20 Jun 2018,FMIS,Financial and Management Information Systems Ltd.,26199,GBP
2674,RFPO-2394-T1000-1,20 Jun 2018,PO for SERVICE AND CALIBRATION  ONLY OF ALTAIR 4X,GASOS,475,AED
2675,RFPO-1192-V4393-1,13 Jun 2018,PO for CATALOGS,King Printers Co. Ltd. Dubai Branch,7000,AED
2676,PO-1005-M7009-1,11 Jun 2018,PO for EF-03 & EF-04--Greenheck Exhaust Fans,Khan Brothers,6231.06,USD
2677,RFPO-1192-V4392-1,07 Jun 2018,PO for DRIED POLO SHIRTS BLACK SMALL,Al Diyafa Tailoring Co. LLC,4326,AED
2678,PO-1192-F8620-1,07 Jun 2018,Supply of POLYOL (220 KGS) BAYMER SHPU-40FS141-32B,Bayer Pearl LLC,3245,AED
2679,RFPO-1569-O5-1,05 Jun 2018,PO for Sophos license renewal -SG 230 Fullguard bundle renewal  1Y,NEPTUNE COMPUTERS,7850,AED
2680,RFPO-1192-V4390-1,05 Jun 2018,PO for NIssan Sunny or Similar Ms. Rain Rental Vehicle 6 Months,National Rent-- Car (LLC),1400,AED
2681,RFPO-1569-V4372-1,04 Jun 2018,PO for HP TRANSFER KIT CE 979A  (700 MFP 775),Gateway Computers LLC,1940,AED
2682,RFPO-2532-E6800-1,30 May 2018,PO for Automatic Transfer Switch 200A 3 Pole 415V 3 Phase 50Hz,Al Farraj Trading & Manufacturing,6213,QAR
2683,RFPO-1192-T1000-1,24 May 2018,PO for ITI HAND PALLET TRUCK 2.5 TON (685X1150) WIDE,GOLDEN TOOLS TRADING LLC.,850,AED
2684,RFPO-1005-A5204-1,24 May 2018,PO for Double Steel VP Door,Vulcan Industries LLC,477154.656,AED
2685,RFPO-2152-M4102-1,21 May 2018,PO for Supply of KONE Elevators ,KHAN CONSTRUCTION CO. (KCC),236345.8,USD
2686,PO-1005-M7008-1,16 May 2018,PO for Replacement of leaked control valve.,Metron Construction & Trading W.L.L.,1800,QAR
2687,RFPO-1593-M4105-1,16 May 2018,"PO for Excealair Aluminum Washable Filter. 9 ply double layer, frame: GI",Aerodyne Cooling Systems W.L.L.,15735,QAR
2688,RFPO-2152-V4353-1,16 May 2018,"PO for Asbestos Gasket Removal Training. Safe System of Work. Airborne Fibre Monitoring Training, Equipment and Analysis",Anthesis Middle East,10072.8,AED
2689,RFPO-1592-V4253A-1,14 May 2018,PO for Kaba locks ,Taylor Security & Lock Co. Inc.,43407,USD
2690,RFPO-2532-M4102-1,09 May 2018,PO for Supply of Generator Set (2 Nos),Power Energy Machinery Trd,154000,QAR
2691,RFPO-1192-V4274-1,08 May 2018,PO for BACKER ROD 20MM X 200MTR ROLL,Al Sughra Building Materials Trading LLC,1500,AED
2692,RFPO-1192-V4388-1,30 Apr 2018,PO for Business Card and Lapolla Label,ALAM ALIBDAA,525,AED
2693,PO-1005-V6987-1,19 Apr 2018,PO for Rectification and Commissioning of SKM PACU5033Y ,Metron Construction & Trading W.L.L.,11000,USD
2694,RFPO-1569-V4371-1,16 Apr 2018,PO for MVL COMPANY PROFILE,ALAM ALIBDAA,1600,AED
2695,RFPO-1192-V4273-1,03 Apr 2018,PO for BACKER ROD 30MM*100M ROLL,Al Sughra Building Materials Trading LLC,1800,AED
2696,RFPO-982-A5201-1,02 Apr 2018,PO for Supply of Steel Doors,Vulcan Industries LLC,169950,AED
2697,PO-1005-M7007-1,29 Mar 2018,PO for Annual Maintenance Contract,Metron Construction & Trading W.L.L.,28000,QAR
2698,RFPO-1569-V4370-1,27 Mar 2018,PO for Mr. Jailani Cards,ALAM ALIBDAA,600,AED
2699,RFPO-1192-V4387-1,27 Mar 2018,PO for Mr. Sami Cards,ALAM ALIBDAA,200,AED
2700,RFPO-1192-V4386-1,22 Mar 2018,PO for 6 Banners on panel 2.40 X 0.97,ALAM ALIBDAA,1371.5,AED
2701,RFPO-1613-M4105-1,21 Mar 2018,PO for TLI 15-11 T,Comefri Fan Sistemleri San. ve Tic. LTD. STI.,3354,EURO
2702,RFPO-1613-M4104-1,20 Mar 2018,"PO for MDS-415-3-70 Herrtronic Steam Generator, 415/3/50 70 lbs./hr. capacity, modulating control",Morex Inc.,25022,USD
2703,RFPO-1192-L4000-1,15 Mar 2018,PO for Advance GPS Vehicle Tracking System,Synosys Technologies LLC,4440,AED
2704,RFPO-1192-V4385-1,14 Mar 2018,PO for Mugs White Sublimation printing As sample you send Normal Printing,ALAM ALIBDAA,2190,AED
2705,RFPO-1613-M4102-1,06 Mar 2018,PO for FAN THLZ355 T FF CODE: 23504FOO,Comefri Fan Sistemleri San. ve Tic. LTD. STI.,3912,EURO
2706,RFPO-1613-M4103-1,06 Mar 2018,"PO for UNIVERSAL INPUT, 2 PROP AND 2 SPDT  OUTPUTS","Kele, Inc",3788.2,USD
2707,RFPO-2152-V4351-1,28 Feb 2018,"PO for Asbestos Surveys, Asbestos Sampling, Asbestos Testing and Analysis - Afghanistan",Anthesis Middle East,20250,AED
2708,RFPO-1569-O4-1,22 Feb 2018,PO for ESET Advance Endpoint Protection (42 units) one year warranty,NEPTUNE COMPUTERS,4326,AED
2709,RFPO-1192-V4272-1,21 Feb 2018,PO for BACKER ROD 30MM*100M ROLL 60 ROLLS,Al Sughra Building Materials Trading LLC,3600,AED
2710,PO-1005-E6995-2,18 Feb 2018,PO for G Type Lighting Fixture,Sun Light Electricity Services,1150.4,USD
2711,RFPO-1569-V4256-1,18 Feb 2018,PO for Metal Full Height Cabinet (color: gray) w92xd46xh180 cm 4 shelves,BLUE CROWN FURNITURE (LLC),970,AED
2712,RFPO-1569-V4369-1,13 Feb 2018,PO for Mr. Tamraz Business Card,ALAM ALIBDAA,200,AED
2713,PO-1005-E6991-2,31 Jan 2018,PO for Electric Water Heater-56 Liter 15 gallon – 1.5 KW,RAFCO Trading Co. W.L.L,1417.5,AED
2714,PO-1005-E6991-1,29 Jan 2018,1005-E6991 - Supply of 450 ltr Water Heater,"Guangzhou Hotsong Industry & Trade Co., LTD",4717,USD
2715,PO-1005-E6995-1,28 Jan 2018,G TYPE LIGHTING FIXTURES,"ZhongShan Halcon Lighting & Electrical Co., Ltd",32283.7,USD
2716,RFPO-1192-V4271-1,23 Jan 2018,PO for BACKER ROD,Al Sughra Building Materials Trading LLC,1800,AED
2717,PO-1094-S9089-4,22 Jan 2018,PO for Commissioning and Testing Of SKM New Unit,Metron International,3000,QAR
2718,RFPO-1192-V4383-1,16 Jan 2018,PO for MVL Firestop Roll Up Banner 2.0x.8m,King Printers Co. Ltd. Dubai Branch,300,AED
2719,RFPO-1192-V4384-1,16 Jan 2018,PO for SUPPLY RECEIPT BOOK VOUCHER,ALAM ALIBDAA,600,AED
2720,RFPO-1569-V4367-1,16 Jan 2018,PO for Macro Vantage Levant DMCC,ALAM ALIBDAA,175,AED
2721,RFPO-1192-V4382-1,15 Jan 2018,PO for Stickers - LAPOLLA 2500/3,ALAM ALIBDAA,225,AED
2722,RFPO-1192-C6101-1,09 Jan 2018,PO for Supply of Elastospray 1611/16: 80 Sets (80 Drums-MDI 92140 250kg/drum and 80 Drums-Polyol Elastospray 1611-16-220kg/Drum),BASF Kanoo Polyurethanes LLC,434280,AED
2723,Group-1,04 Jan 2018,PO for a,A F Husain L.L.C,0,USD
2724,RFPO-1428-L4000-1,03 Jan 2018,"PO for FUEL TANKS DELIVERY FROM NEWBERRY (WEST MEMPHIS, TENNESSEE, USA TO PORT HAMAD, QATAR)",Transworld Logistics FZE,41000,USD
2725,PO-1005-E6996-1,21 Dec 2017,PO for Hisar Kablo Wires and Cables,afi ELEKTROMEKANIK,54987.106,USD
2726,PO-1005-E6993-1,18 Dec 2017,"PO for Electric Heater, Wall Hung, Convection Type",GLEN DIMPLEX IRELAND,1183.86,GBP
2727,RFPO-1192-V4381-1,23 Nov 2017,PO for MVL Firestop Uniforms - Longsleeve and Polo Shirts (Dri-Fit) With Embrodery,ALAM ALIBDAA,1600,AED
2728,RFPO-1581-M4103-1,23 Nov 2017,PO for OPW 444 TA OVERFILL ALARM,OPKONS YAPI VE PETROL EKIPMANLARI DIS TIC. LTD. STI.,1970,USD
2729,RFPO-1581-M4101-2,21 Nov 2017,Convert built Fireguard to a Flameshield,"Newberry Tanks & Equipment, LLC",750,USD
2730,RFPO-1192-V4380-1,20 Nov 2017,PO for Company Catalogue (All product without DC Products) OUTER COVER,ALAM ALIBDAA,3200,AED
2731,RFPO-1192-V4379-1,19 Nov 2017,PO for MVL Firestop Catalogue,King Printers Co. Ltd. Dubai Branch,5800,AED
2732,RFPO-1581-V4351-1,15 Nov 2017,PO for Inspection of Three (3) Fuel Tanks in West Memphis AR,"BIVAC North America, Inc.(A Bureau Veritas Group)",3985,USD
2733,RFPO-1192-V4270-1,15 Nov 2017,PO for ROCKWOOL SLAB UNFACED SIZE : 1.2 x 0.6 m,FUJAIRAH ROCKWOOL FACTORY,65662.2432,AED
2734,RFPO-1192-V4269-1,14 Nov 2017,PO for FIRESTOP SAMPLE BOARD 40cmx60cmx6mm,AL MUNSHAR AL DHAHABI CARPENTRY AND DEC,1000,AED
2735,RFPO-1569-V4366-1,13 Nov 2017,PO for Fellowes Powershred H-8Cd Cross-Cut Shredder 9135,Office One LLC,484,AED
2736,RFPO-1581-V4253-1,12 Nov 2017,PO for Supply of Fuel Tanks Accessories for CAS 5002 South,Nariman Trading Company LLC,9118.97,USD
2737,RFPO-1569-O3-1,05 Nov 2017,PO for 4 TB WD Red category HDD,NEPTUNE COMPUTERS,1200,AED
2738,RFPO-1428-V4352-1,02 Nov 2017,PO for - 350 GSM - Matt Lamination  - 2 Side Printing - CMYK Printing,ALAM ALIBDAA,400,AED
2739,RFPO-1569-V4364-1,01 Nov 2017,PO for SIGN BOARD AS PER APPROVED LAYOUT.,SIGN BOARD LLC,150,AED
2740,RFPO-1192-V4268-1,31 Oct 2017,"PO for Rockwool Thickness 50mm density 120kg/m3, size 1.2mtr x 0.6mtr",FUJAIRAH ROCKWOOL FACTORY,3481.3152,AED
2741,RFPO-1192-V4378-1,31 Oct 2017,PO for RENTAL OF NISSAN SUNNY 1.5 L (4 UNITS),AUTORENT CAR RENTAL LLC,5720,AED
2742,PO-1094-S9089-3,23 Oct 2017,PO for Supply of Manpower (Mason and Helper),Expedition Trading & Services Co. W.L.L.,400,QAR
2743,RFPO-1192-V4377-1,19 Oct 2017,PO for SUPPLY OF FIRESTOP LONG SLEEVE UNIFORM AS PER ATTACHED DESIGN,ALAM ALIBDAA,540,AED
2744,RFPO-1192-V4376-1,17 Oct 2017,PO for Black Polo T-Shirt,ALAM ALIBDAA,700,AED
2745,RFPO-1581-V4252-1,15 Oct 2017,PO for SUPPLY OF READY-MIX CONCRETE 35 N OPC,AL ANDALUS FACTORY FOR CEMENT PRODUCTS,21500,USD
2746,RFPO-982-S9091-2,10 Oct 2017,PO for MFNDU Completion Works for Scaffolding as per Fox Original Subcontract,Expedition Trading & Services Co. W.L.L.,800,QAR
2747,PO-1094-S9091-2,10 Oct 2017,Manpower Supply  for Vinyl Installer and Semi-skilled worker,Expedition Trading & Services Co. W.L.L.,500,QAR
2748,RFPO-982-S9091-1,04 Oct 2017,labour Cost for Painting & Cleaning Works at CAS Building #216,Metron Construction & Trading W.L.L.,2440,QAR
2749,PO-1094-S9090-4,04 Oct 2017,PO for labour Cost for Painting & Cleaning Works at CAS Building #216,Metron Construction & Trading W.L.L.,2440,QAR
2750,RFPO-1569-V4363-1,04 Oct 2017,PO for Supply and Installation of External Signage as per client design,WORK ART,2375,AED
2751,RFPO-1569-V4362-1,01 Oct 2017,PO for Banner on panel 2.40 X 0.97,ALAM ALIBDAA,1080,AED
2752,RFPO-1569-V4360-1,26 Sep 2017,PO for SUPPLY AND FIXING OF SOUND LINER,DREAM COOL AIR CONDITION SYSTEMS LLC,2200,AED
2753,RFPO-1569-V4361-1,26 Sep 2017,PO for BUSINESS CARDS,ALAM ALIBDAA,1200,AED
2754,RFPO-1569-O2-1,13 Sep 2017,PO for SERVICE CONTRACT,NEPTUNE COMPUTERS,52800,AED
2755,PO-1094-S9089-2,12 Sep 2017,Supply of Package Unit PACL-52420GY-R22,Mannai Trading Co. WLL,250,QAR
2756,RFPO-1192-V4375-1,12 Sep 2017,PO for Delivery Note QTN - Delivery Note A4 Size 1+3copy 50 set in book CMYK color,ALAM ALIBDAA,600,AED
2757,PO-1005-M7002-1,07 Sep 2017,PO for LON THERMOSTAT W7763C1024 HONEYWELL,afi ELEKTROMEKANIK,7103.75,EURO
2758,RFPO-1581-M4102-1,05 Sep 2017,PO for TS-5000 EVO Fuel Management Systems,DELMA INDUSTRIAL SUPPLY LLC,14500,AED
2759,PO-1094-S9091-1,05 Sep 2017,PO for Vinyl Flooring - ALTRO WSMA37102,ALTRO,4831.23,USD
2760,PO-1005-M7001-1,29 Aug 2017,"PO for Brandname or equal to Genie # RL4 ( 18F652 ) - Light Tower w/ Portable Generator Product Description: Item: Light Tower Trailer with Portable Generator, Rated Watts: 6000, Surge Watts: 6000, Vo",Jubaili Bros,17000,USD
2761,RFPO-1569-V4358-1,24 Aug 2017,PO for Maintenance and Repairing of AC (1801-1802),DREAM COOL AIR CONDITION SYSTEMS LLC,5300,AED
2762,PO-1094-S9090-3,21 Aug 2017,PO for Painting of Walls with National Emulsion Paint CONSUMABLES,AL-JAMAL TRADING CO.,132,QAR
2763,RFPO-1581-M4101-1,21 Aug 2017,PO for NEWBERRY TANKS,"Newberry Tanks & Equipment, LLC",99624.44,USD
2764,PO-1094-S9090-2,20 Aug 2017,PO for Paints for Walls with National Emulsion Paint,JNP TRADING W.L.L.,2840,QAR
2765,PO-1094-S9090-1,17 Aug 2017,Service PO for Supply of Manpower,Expedition Trading & Services Co. W.L.L.,560,QAR
2766,RFPO-1192-O1-1,03 Aug 2017,"PO for HP 280 G2 MT, Intel Core i5-6500 with Intel HD Graphics 530 (3.2 GHz, 6 MB cache, 4 cores), 4GB DDR4-2133 SDRAM, 1TB 7200RPM SATA, SuperMulti DVD writer, HP USB Keyboard &amp; Mouse, Microsoft ",TECHTRADE MIDDLE EAST,6160,AED
2767,RFPO-1569-V4357-1,01 Aug 2017,PO for T3 SCREENBOARDS FOR KONNECT  FREE-STANDING,BAFCO TRADING LLC,950,AED
2768,RFPO-1192-V4374-1,31 Jul 2017,PO for MVL SIGNBOARD,ALAM ALIBDAA,1600,AED
2769,RFPO-1569-O1-1,31 Jul 2017,"PO for Firewall - SonicW... Sonicwall Soho - Including site to site VPN License , Dyndns account",NEPTUNE COMPUTERS,13840,AED
2770,PO-1094-S9089-1,30 Jul 2017,PO for Supply of Package Unit PACL-52420GY-R22,Mannai Trading Co. WLL,13500,USD
2771,RFPO-1192-M4000-1,13 Jul 2017,PO for Backer Rod 30mm x 100 mtrs roll,Al Sughra Building Materials Trading LLC,1200,AED
2772,RFPO-1192-V4373-1,11 Jul 2017,PO for DRI FIT BLACK POLO SHIRT WITH MVL EMBROIDERY,ALAM ALIBDAA,420,AED
2773,RFPO-1192-V4372-1,02 Jul 2017,PO for LAPOLLA 2500/3,ALAM ALIBDAA,1350,AED
2774,RFPO-1192-C6052A-1,29 Jun 2017,PO for BAYMER SHPU 40-27A Polyurethane Foam System,Bayer Pearl LLC,146217,AED
2775,RFPO-1192-C6052-1,29 Jun 2017,PO for BAYMER SHPU 40-27A Polyurethane Foam System,Bayer Pearl LLC,885903,AED
2776,RFPO-1192-C6053-1,28 Jun 2017,PO for ELASTOSPRAY 1611/17,BASF Kanoo Polyurethanes LLC,362756,AED
2777,RFPO-1192-V4371-1,21 Jun 2017,PO for LAPOLLA 2500/3,ALAM ALIBDAA,900,AED
2778,RFPO-1569-V4356-1,18 Jun 2017,PO for Ziad Business Cards,ALAM ALIBDAA,200,AED
2779,RFPO-1192-V4266-1,13 Jun 2017,"PO for Rockwool Thickness 50mm density 120kg/m3, size 1.2mtr x 0.6mtr",FUJAIRAH ROCKWOOL FACTORY,3586.8096,AED
2780,RFPO-1192-V4370-1,12 Jun 2017,PO for Lapolla A Isocyanate Stickers,ALAM ALIBDAA,350,AED
2781,RFPO-1593-M4104-1,08 Jun 2017,PO for HUMIDITY SENSORS,Veris Industries,5808,USD
2782,RFPO-1192-V4369-1,08 Jun 2017,Service PO for Maintenance Work at MVL Warehouse,Art Acrylic Technical Services,1000,AED
2783,PO-1192-F7814-1,07 Jun 2017,PO for BULK GUN set,Green Fireproof Technologies,230,USD
2784,RFPO-1581-E6801-1,29 May 2017,PO for JET Diesel Genset Model JP 60P3/65E3 SAC,JUBAILI BROS  WLL,35500,QAR
2785,PO-1192-F7778-1,07 May 2017,PO for MVL-IL,ALAM ALIBDAA,1300,AED
2786,RFPO-1569-S9071-1,30 Apr 2017,PO for Supply and Installation of Vinyl Flooring,Floorworld LLC,2232.34,AED
2787,RFPO-1094-V4352-1,26 Apr 2017,PO for Plan Swift 10.1 Take Off Software,Green Field Trading,4600,AED
2788,RFPO-1192-C6051-1,26 Apr 2017,PO for Elastospray 1612/46 and 1611/17,BASF Kanoo Polyurethanes LLC,324300,AED
2789,RFPO-1192-C6047-1,18 Apr 2017,PO for Elastospray 1612/46 and 1611/17,BASF Kanoo Polyurethanes LLC,230300,AED
2790,RFPO-1581-V4251-1,02 Apr 2017,"PO for FUELING SYSTEM EQUIPMENTS, PIPING AND FITTINGS AND ACCESSORIES",OPKONS YAPI VE PETROL EKIPMANLARI DIS TIC. LTD. STI.,78426.66,USD
2791,PO-1005-V6971-4,02 Apr 2017,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,CMS LOGISTICS SERVICES,3300,USD
2792,RFPO-1005-V4447-1,19 Mar 2017,"PO for Moving of Personal Effects From Dubai to 28831 Baveno, VB Italy FCL 1*20,24CBM","International Removals Division of Freight Systems Co, Ltd. (L.L.C)",18395,AED
2793,RFPO-1192-V4368-1,19 Mar 2017,PO for LONG SLEEVE SHIRT + EMBROIDERY ,ALAM ALIBDAA,1620,AED
2794,QATAR-1,08 Mar 2017,PO for SUPPLY AND ERECTION OF PRECAST PERIMETER BARRIERS (ALASKA & JERSEY),Union Precast Factory Qatar LLC,2974915.5,QAR
2795,RFPO-1593-M4103-1,05 Mar 2017,PO for SNTB CONDENSING UNIT,Leminar Air Conditioning Co. (W.L.L.),345000,USD
2796,RFPO-1192-V4265-1,05 Mar 2017,PO for D64T50 - ROCKWOOL 120*60*5CM/SHEET,FUJAIRAH ROCKWOOL FACTORY,29417.76,AED
2797,PO-1005-C6013-19,14 Feb 2017,PO for APPLICATION OF PU FOAM SPRAY,AL RAFID INSULATION CONTRACTING L.L.C,29960,AED
2798,RFPO-1192-V4367-1,13 Feb 2017,PO for INSS1186 SIZE 17*13 CM (SL) COLORED PRINTING 2 DIFFERENT DATES,ALAM ALIBDAA,225,AED
2799,PO-1005-C6013-18,12 Feb 2017,3 SETS OF DESMONDUR 44V20L ( FIRE RATED SYSTEM) AND SHPU40FS141/32B (FIRE RATED SYSTEM),Bayer Pearl LLC,14452.5,AED
2800,RFPO-1569-V4255-1,07 Feb 2017,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",BLUE CROWN FURNITURE (LLC),1400,AED
2801,RFPO-1192-C6034-1,07 Feb 2017,PO for Polyurerthane Foam System,BASF Kanoo Polyurethanes LLC,115616,AED
2802,RFPO-1569-V4254-1,05 Feb 2017,PO for Rectangular Desk (Conference Table),BLUE CROWN FURNITURE (LLC),6000,AED
2803,RFPO-1569-V4253-1,01 Feb 2017,PO for BCF 128 XL 101SW - Metal full height cabinet with swing doors in  grey / beige finish. (with 4 shelves) Size : (W92 x D46 x H180cm),BLUE CROWN FURNITURE (LLC),485,AED
2804,RFPO-1569-V4354-1,30 Jan 2017,PO for Mr. Marty Muller Business Card,ALAM ALIBDAA,600,AED
2805,RFPO-1593-M4102-1,29 Jan 2017,PO for EST - 1002 6 - 1 : STEAM CYLINDER FOR THREE PHASE MDS/MDD UNITS,Morex Inc.,14369.25,USD
2806,PO-1005-C6013-17,29 Jan 2017,PO for Baymer SHPU40FS 141/2B,Bayer Pearl LLC,9635,AED
2807,RFPO-1569-V4252-1,26 Jan 2017,"PO for SOPHIA - EXECUTIVE SINGLE SEATER SOFA WITH CHROME LEGS, UPHOLSTERED IN ORANGE PVC",BLUE CROWN FURNITURE (LLC),7490,AED
2808,RFPO-1192-C6033-1,23 Jan 2017,PO for ISOPMDI92140,BASF Kanoo Polyurethanes LLC,28904,AED
2809,RFPO-1192-V4366-1,19 Jan 2017,PO for Flyer 350 GSM Printing 4 color 2 side Matt Lamination 2 Side 48 X16.5 cm,ALAM ALIBDAA,1900,AED
2810,RFPO-1569-V4353-1,19 Jan 2017,"PO for IP PBX System UCM 6208 , 8 FXO Support, 60 Concurrent calls, Call Recording, Voice mail, multiple IVR & Call forwarding",VECTOR Digital Systems LLC,27000,AED
2811,RFPO-1192-V4365-1,05 Jan 2017,PO for LPA Stickers Size 43 X 21 cm Colored printing,ALAM ALIBDAA,650,AED
2812,RFPO-637-V6856-2,22 Dec 2016,NINE MONTHS WARRANTY DEFICIENCIES,HAMIDULLAH,1351.8,USD
2813,RFPO-1595-V4251-1,22 Dec 2016,PO for 19BLK625IW / 19MM 6X25 WIRE  ROPE IWRC BLK,Dutest Qatar W.L.L.,44349.42,QAR
2814,RFPO-1192-C6029-1,22 Dec 2016,PO for Elastospray 1611/17 Polyurethane Foam,BASF Kanoo Polyurethanes LLC,135280,AED
2815,RFPO-1192-V4264-1,20 Dec 2016,PO for Rockwool Slab Unfaced (D160T50),FUJAIRAH ROCKWOOL FACTORY,40992.336,AED
2816,RFPO-637-V6856-1,15 Dec 2016,NINE MONTHS WARRANTY DEFICIENCIES,HAMIDULLAH,1234.8,USD
2817,RFPO-1608-V4251-1,15 Dec 2016,PO for A7162,Francis Search Light Limited,8861,GBP
2818,PO-1569-V4251-3,14 Dec 2016,PO for Fit Out Work (1803),Enterprise Integrate,146000,AED
2819,PO-1005-C6013-16,14 Dec 2016,3 sets of Desmondur 44v20L 250KG/DRUM and Baymer SHPU-40FS140-27A 220KG/DRUM and 3 sets of Desmondur44V20L 250KG/Drum and Baymer SHPU40FS141/32B,Bayer Pearl LLC,25098,AED
2820,RFPO-1569-V4351-1,14 Dec 2016,PO for KONNECT CLUSTER OF 3 WORKSTATIONS EACH DESK 120*60CM,BAFCO TRADING LLC,42765,AED
2821,PO-1569-V4251-2,14 Dec 2016,PO for Fit Out Work (1803),Enterprise Integrate,131000,AED
2822,PO-1192-F7464-1,08 Dec 2016,PO for ROCKWOOL SLAB UNFACED,FUJEIRA ROCKWOOL FACTORY,18293.76,AED
2823,RFPO-982-S9031-1,06 Dec 2016,"PO for Remove existing and replace with new, Digital Board A32 for Diesel Generators No.1 and No.6. Including Additional Card for Gen Set 09",Metron International,59000,USD
2824,RFPO-1192-V4263-1,05 Dec 2016,PO for ROCKWOOL SLAB UNFACED,FUJEIRA ROCKWOOL FACTORY,4573.44,AED
2825,RFPO-1592-T1000-1,30 Nov 2016,PO for SELF CONTAINED BREATHING APPARATUS (SCBA),VOYAGE MARINE,3200,AED
2826,RFPO-1592-V4251-1,30 Nov 2016,PO for SAFETY HARD HATS AND SAFETY VEST AS PER ATTACHED SPECIFICATIONS AND STICKERS,CALA LOGISTICS SERVICES,2876.3,USD
2827,PO-1005-C6013-14,21 Nov 2016,PO for Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,13888.5,AED
2828,PO-1192-F7469-1,17 Nov 2016,PO for INSS1186 Production/Manufacture and Expiry Date Sticker Printing,ALAM ALIBDAA,275,AED
2829,PO-1005-E6981-1,17 Nov 2016,PO for Electric Heater-2KW,GLEN DIMPLEX IRELAND,300,GBP
2830,PO-1005-E6981-2,17 Nov 2016,PO for Panasonic Ceiling Fan - Same as Supplied Before,Al Futtaim Panatech LLC,910,AED
2831,PO-1005-V6971-3,10 Nov 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",12760,USD
2832,PO-1005-V6971-2,03 Nov 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",11960,USD
2833,PO-1005-C6013-13,31 Oct 2016,PO for APPLICATION OF POLYURETHANE FOAM,AL RAFID INSULATION CONTRACTING L.L.C,38281.5,AED
2834,PO-1005-V6971-1,27 Oct 2016,PO for Retractable/Removable Theater Seating System/12 nos of 3 Seat Banks each per unit,"Chongqing JUYI Industry Co., Ltd.",13070,USD
2835,RFPO-1614-V4251-1,09 Oct 2016,DT7M DYNATOWER,DYNA SYSTEMS LIMITED,242020,USD
2836,PO-1005-C6013-12,29 Sep 2016,Baymer SHPU40FS 141/2B AND DESMODUR 44V20L,Bayer Pearl LLC,48462,AED
2837,PO-1005-C6013-10,28 Sep 2016,PO for APPLICATION OF SPRAY POLYURETHANE FOAM WITH 5 CM THICKNESS FOR KEMPINSKI PALM JUMEIRAH DXB,AL RAFID INSULATION CONTRACTING L.L.C,30000,AED
2838,PO-1005-C6013-11,28 Sep 2016,PO for Polyurethane System/ Insulation Material,BASF Kanoo Polyurethanes LLC,4125,AED
2839,PO-1005-M6995-2,28 Sep 2016,PO for ONICON D-100-N2 DISPLAY FOR JCI METASYS D-100-N2 D -100 WITH JOHNSON CONTROLS METASYS N2 INTERFACE,Johnson Controls,18600,AED
